shape,color,isPost86,hex,introducedAt,retiredAt,category
"Plate, 6"" (6 5/16"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 15"" Chop (14¼"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Plate, 10"" Compartment (10 7/16"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Serveware
"Tumbler, Juice (3½"", 3¾"") 5 (Vintage)",Rose,False,#FF007F,1951.0,1959.0,Other
"Bowl, Dessert (6¼"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Bowl, Fruit (4¾"") 7, 8, 13 (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Bowl, Fruit (5½"") 13 (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Bowl, Nappie (8½"") 13 (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Pitcher, Water (7½"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 15"" Chop (14¼"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Plate, 10"" Compartment (10 7/16"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Serveware
"Tumbler, Juice (3½"", 3¾"") 5 (Vintage)",Chartreuse,False,#DFFF00,1951.0,1959.0,Other
"Bowl, Dessert (6¼"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Bowl, Fruit (4¾"") 7, 8, 13 (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Bowl, Fruit (5½"") 13 (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Bowl, Nappie (8½"") 13 (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Pitcher, Water (7½"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 15"" Chop (14¼"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Plate, 10"" Compartment (10 7/16"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Serveware
"Tumbler, Juice (3½"", 3¾"") 5 (Vintage)",Forest Green,False,#228B22,1951.0,1959.0,Other
"Bowl, Dessert (6¼"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Bowls
"Bowl, Fruit (4¾"") 7, 8, 13 (Vintage)",Gray,False,#808080,1951.0,1959.0,Bowls
"Bowl, Fruit (5½"") 13 (Vintage)",Gray,False,#808080,1951.0,1959.0,Bowls
"Bowl, Nappie (8½"") 13 (Vintage)",Gray,False,#808080,1951.0,1959.0,Bowls
"Pitcher, Juice (5 15/16"") 4 (Vintage)",Gray,False,#808080,1951.0,1959.0,"Pitchers, Teapots & Vases"
"Pitcher, Water (7½"") (Vintage)",Gray,False,#808080,1951.0,1959.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 15"" Chop (14¼"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Plate, 10"" Compartment (10 7/16"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Gray,False,#808080,1951.0,1959.0,Serveware
"Tumbler, Juice (3½"", 3¾"") 5 (Vintage)",Gray,False,#808080,1951.0,1959.0,Other
"Bowl, Dessert (6¼"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Fruit (4¾"") 7, 8, 13 (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Fruit (5½"") 13 (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Nappie (8½"") 13 (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Salad - Individual (7 5/8"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Pitcher, Water (7½"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Serveware
"Tumbler, Water (4½"") 13 (Vintage)",Medium Green,False,#3CB371,1959.0,1969.0,Other
"Bowl, Dessert (6¼"") (Vintage)",Maroon,False,#800000,,,Bowls
"Bowl, Salad - Footed (11 3/8"") (Vintage)",Maroon,False,#800000,,,Bowls
"Pitcher, Water (7½"") (Vintage)",Maroon,False,#800000,,,"Pitchers, Teapots & Vases"
"Plate, 9"" (9 7/16"") (Vintage)",Maroon,False,#800000,,,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Maroon,False,#800000,,,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Maroon,False,#800000,,,Plates
"Tumbler, Juice (3½"", 3¾"") 5 (Vintage)",Maroon,False,#800000,,,Other
"Tumbler, Water (4½"") 13 (Vintage)",Maroon,False,#800000,,,Other
"Vase, 10"" Flower (Vintage)",Maroon,False,#800000,,,"Pitchers, Teapots & Vases"
"Bowl, Dessert (6¼"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Fruit (5½"") 13 (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #1 (4 15/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #2 (5 7/8"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #3 (6 11/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #4 (7 11/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #5 (8 9/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #6 (9 11/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Mixing - #7 (10 15/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Nappie (8½"") 13 (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Nappie (9½"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Salad - Footed (11 3/8"") (Vintage)",Red Stripe 11,False,#FF6347,,,Bowls
"Comport (12"") (Vintage)",Red Stripe 11,False,#FF6347,,,Other
"Plate, 6"" (6 5/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 9"" (9 7/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 15"" Chop (14¼"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Plate, 12"" Compartment (11¾"") (Vintage)",Red Stripe 11,False,#FF6347,,,Plates
"Vase, 10"" Flower (Vintage)",Red Stripe 11,False,#FF6347,,,"Pitchers, Teapots & Vases"
"Vase, 12"" Flower (Vintage)",Red Stripe 11,False,#FF6347,,,"Pitchers, Teapots & Vases"
"Plate, 15"" Chop (14¼"") (Vintage)",Blue Stripe,False,#5B7F95,,,Plates
"Pitcher, Water (7½"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Serveware
"Bowl, Ironstone Fruit/Dessert (5 ½"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Bowls
"Bowl, Ironstone Soup/Cereal (6 ½"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Bowls
"Bowl, Ironstone Salad (10 ½"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Bowls
"Bowl, Ironstone Vegetable (8 ¾"") (Vintage)",Antique Gold,False,#D4AF37,1969.0,1972.0,Bowls
"Plate, 7"" (7 7/16"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Serveware
"Bowl, Ironstone Fruit/Dessert (5 ½"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Bowls
"Bowl, Ironstone Soup/Cereal (6 ½"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Bowls
"Bowl, Ironstone Vegetable (8 ¾"") (Vintage)",Turf Green,False,#87CEEB,1969.0,1972.0,Bowls
"Pitcher, Water (7½"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,"Pitchers, Teapots & Vases"
"Plate, 6"" (6 5/16"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Plates
"Plate, 7"" (7 7/16"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Plates
"Plate, 10"" (10 7/16"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Plates
"Plate, 13"" Chop (12 3/8"") 20 (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Plates
"Platter, Oval (12 5/8"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Serveware
"Bowl, Ironstone Fruit/Dessert (5 ½"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Bowls
"Bowl, Ironstone Soup/Cereal (6 ½"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Bowls
"Bowl, Ironstone Salad (10 ½"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Bowls
"Bowl, Ironstone Vegetable (8 ¾"") (Vintage)",Amberstone Brown,False,#964B00,1967.0,1970.0,Bowls
"Pie Baker (10 ¼"")",Sky,True,#87CEEB,2024.0,,Bakeware
"Bowl, Oval Vegetable (10 1/4"", 40 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Pan, Loaf (10 7/8\"" x 5¾\""",Sky,True,#87CEEB,2024.0,,Bakeware
"Platter, Oval - Medium (11⅝"")",Sky,True,#87CEEB,2024.0,,Serveware
"Platter, Oblong Serving (11 7/8"")",Sky,True,#87CEEB,2024.0,,Serveware
"Platter, Rectangular (12"")",Sky,True,#87CEEB,2024.0,,Serveware
"Platter, Round Baking and Serving (12"")",Sky,True,#87CEEB,2024.0,,Serveware
"Platter, Oval - Large (13⅝"")",Sky,True,#87CEEB,2024.0,,Serveware
Sauceboat (18½ oz.),Sky,True,#87CEEB,2024.0,,Serveware
Shaker Set,Sky,True,#87CEEB,2024.0,,Countertop Accessories
"""Sugar Packet Holder (Caddy)”",Sky,True,#87CEEB,2024.0,,Other
"Bowl, Mini (3 3/4"", 5 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Plate, Mini Dinner Magnet (3"")",Sky,True,#87CEEB,2024.0,,Plates
“Coaster”,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
"Bowl, Jumbo (4 5/8"", 18 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Shakers, Rangetop (pair)",Sky,True,#87CEEB,2024.0,,Countertop Accessories
"Bowl, Chowder (5 7/8"", 22 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Pitcher, Mini Disk (3¼"")",Sky,True,#87CEEB,2024.0,,"Pitchers, Teapots & Vases"
"Bowl, Stackable Cereal (6 1/2"", 11 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Pitcher, Large Disk (7¼"")",Sky,True,#87CEEB,2024.0,,"Pitchers, Teapots & Vases"
"Bowl, Medium Heart Shaped (7 1/2"", 17 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
"Ramekin, Heart (4½"", 7 oz.)",Sky,True,#87CEEB,2024.0,,Shapes
"Casserole, Individual Oval",Sky,True,#87CEEB,2024.0,,Bakeware
"""Vase, Medium (9 5/8\"")""",Sky,True,#87CEEB,2024.0,,"Pitchers, Teapots & Vases"
"Platter, Small Oval Serving (9 5/8"")",Sky,True,#87CEEB,2024.0,,Serveware
"Plate, Heart Shaped (9"")",Sky,True,#87CEEB,2024.0,,Plates
"Dinner Plate, Classic Rim (10 1/2"")",Sky,True,#87CEEB,2024.0,,Plates
"Extra Large Serving Bowl, Classic Rim (10 1/2"")",Sky,True,#87CEEB,2024.0,,Bowls
"Small Bowl 15 OZ, Classic Rim (5 5/8"")",Sky,True,#87CEEB,2024.0,,Bowls
"Saucer, Classic Rim (5 7/8"")",Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
"Appetizer Plate, Classic Rim (6 1/8"")",Sky,True,#87CEEB,2024.0,,Plates
"Cereal Bowl 19 OZ, Classic Rim (6 7/8"")",Sky,True,#87CEEB,2024.0,,Bowls
"Salad Plate, Classic Rim (7 1/4"")",Sky,True,#87CEEB,2024.0,,Plates
"Large Serving Bowl 40 OZ, Classic Rim (8 1/4"")",Sky,True,#87CEEB,2024.0,,Bowls
"Pasta Bowl 34 OZ, Classic Rim (8 3/8"")",Sky,True,#87CEEB,2024.0,,Bowls
"Luncheon Plate, Classic Rim (9"")",Sky,True,#87CEEB,2024.0,,Plates
"Soup Bowl 13 OZ, Classic Rim (9"")",Sky,True,#87CEEB,2024.0,,Bowls
"Dinner Bowl 40 OZ, Coupe (10 3/8"")",Sky,True,#87CEEB,2024.0,,Bowls
"Salad Bowl 24 OZ, Coupe (6 3/4"")",Sky,True,#87CEEB,2024.0,,Bowls
"Luncheon Bowl 26 OZ, Coupe (8 1/2"")",Sky,True,#87CEEB,2024.0,,Bowls
"Pitcher, Mini Disk (3¼"")",Linen,True,#e9e0d3,2025.0,,"Pitchers, Teapots & Vases"
"Pitcher, Large Disk (7¼"")",Linen,True,#e9e0d3,2025.0,,"Pitchers, Teapots & Vases"
Shaker Set,Linen,True,#e9e0d3,2025.0,,Countertop Accessories
"Shakers, Rangetop (pair)",Linen,True,#e9e0d3,2025.0,,Countertop Accessories
"Bowl, Fruit/Salsa (5"", 9 oz.)",Linen,True,#e9e0d3,2025.0,,Bowls
"Large Serving Bowl 40 OZ, Classic Rim (8 1/4"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Dinner Bowl 40 OZ, Coupe (10 3/8"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Luncheon Bowl 26 OZ, Coupe (8 1/2"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Bowl, Mini (3 3/4"", 5 oz.)",Linen,True,#e9e0d3,2025.0,,Bowls
"Cereal Bowl 19 OZ, Classic Rim (6 7/8"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Salad Bowl 24 OZ, Coupe (6 3/4"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Small Bowl 15 OZ, Classic Rim (5 5/8"")",Linen,True,#e9e0d3,2025.0,,Bowls
"Platter, Oval - Large (13⅝"")",Linen,True,#e9e0d3,2025.0,,Serveware
"Platter, Oblong Serving (11 7/8"")",Linen,True,#e9e0d3,2025.0,,Serveware
"Dinner Plate, Classic Rim (10 1/2"")",Linen,True,#e9e0d3,2025.0,,Plates
"Luncheon Plate, Classic Rim (9"")",Linen,True,#e9e0d3,2025.0,,Plates
"Salad Plate, Classic Rim (7 1/4"")",Linen,True,#e9e0d3,2025.0,,Plates
"Appetizer Plate, Classic Rim (6 1/8"")",Linen,True,#e9e0d3,2025.0,,Plates
"Pan, Loaf (10 7/8"" x 5¾"")",Sky,True,#87CEEB,2024.0,,Other
11 5/8 Inch Medium Oval Serving Platter,Sky,True,#87CEEB,2024.0,,Serveware
Oblong Serving Platter (Bread Tray),Linen,True,#e9e0d3,2025.0,,Serveware
Oblong Serving Platter (Bread Tray),Sky,True,#87CEEB,2024.0,,Serveware
"""Tray, Round Serving (12”)”",Sky,True,#87CEEB,2024.0,,Serveware
12 OZ Java Coffee Mug,Linen,True,#e9e0d3,2025.0,,"Mugs, Cups & Saucers"
12 OZ Java Coffee Mug,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
"Platter, Oval Large",Linen,True,#e9e0d3,2025.0,,Serveware
"Platter, Oval Large",Sky,True,#87CEEB,2024.0,,Serveware
15 OZ Set of 4 Tapered Mugs,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
15 OZ Tapered Mug,Linen,True,#e9e0d3,2025.0,,"Mugs, Cups & Saucers"
15 OZ Tapered Mug,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
16 OZ Set of 4  Stackable Mug Set,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
16 OZ Stackable Mug,Linen,True,#e9e0d3,2025.0,,"Mugs, Cups & Saucers"
16 OZ Stackable Mug,Sky,True,#87CEEB,2024.0,,"Mugs, Cups & Saucers"
18 1/2 OZ Gravy Sauceboat,Sky,True,#87CEEB,2024.0,,Serveware
2-Piece Serve Set 11 5/8 Inch Oval Platter & 38 OZ,Sky,True,#87CEEB,2024.0,,Serveware
"Bowl, Mini Bowl (3 3/4"", 5 oz.)",Linen,True,#e9e0d3,2025.0,,Bowls
"Bowl, Mini Bowl (3 3/4"", 5 oz.)",Sky,True,#87CEEB,2024.0,,Bowls
3 Inch Magnet Mini Dinner Plate,Sky,True,#87CEEB,2024.0,,Plates
4-Piece Condiment Set,Sky,True,#87CEEB,2024.0,,Other
7 OZ Heart Shaped Ramekin 4 1/2 Inch,Sky,True,#87CEEB,2024.0,,Shapes
"Platter, Oval Small",Sky,True,#87CEEB,2024.0,,Serveware
"""Plate, Heart Shaped (9\"")""",Sky,True,#87CEEB,2024.0,,Plates
Ash Tray,Amberstone Brown,False,#964B00,1967.0,1970.0,Other
Ash Tray,Antique Gold,False,#D4AF37,1969.0,1972.0,Other
Ash Tray,Chartreuse,False,#DFFF00,1951.0,1959.0,Other
Ash Tray,Cobalt,False,#0047AB,1936.0,1951.0,Other
Ash Tray,Forest Green,False,#228B22,1951.0,1959.0,Other
Ash Tray,Gray,False,#808080,1951.0,1959.0,Other
Ash Tray,Ivory,False,#FFFFF0,1936.0,1951.0,Other
Ash Tray,Light Green,False,#90EE90,1936.0,1951.0,Other
Ash Tray,Maroon,False,#800000,,,Other
Ash Tray,Medium Green,False,#3CB371,1959.0,1969.0,Other
Ash Tray,Red 9,False,#FF0000,1936.0,,Other
Ash Tray,Red Stripe 11,False,#FF6347,,,Other
Ash Tray,Rose,False,#FF007F,1951.0,1959.0,Other
Ash Tray,Turquoise,False,#26A69A,1938.0,1969.0,Other
Ash Tray,Yellow,False,#FFFF00,1936.0,1969.0,Other
"Bistro Coupe 12-Piece Dinnerware Set, Service for",Sky,True,#87CEEB,2024.0,,Other
"Bowl Lid, Mixing - #1 (5 1/16"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #1 (5 1/16"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #1 (5 1/16"")",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #1 (5 1/16"")",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl Lid, Mixing - #1 (5 1/16"")",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl Lid, Mixing - #2 (6 1/16"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #2 (6 1/16"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #2 (6 1/16"")",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #2 (6 1/16"")",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl Lid, Mixing - #2 (6 1/16"")",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl Lid, Mixing - #3 (6 15/16"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #3 (6 15/16"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #3 (6 15/16"")",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #3 (6 15/16"")",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl Lid, Mixing - #3 (6 15/16"")",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl Lid, Mixing - #4 (7 7/8"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #4 (7 7/8"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #4 (7 7/8"")",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #4 (7 7/8"")",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl Lid, Mixing - #4 (7 7/8"")",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl Lid, Mixing - #5",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #5",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl Lid, Mixing - #5",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl Lid, Mixing - #6",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl Lid, Mixing - #6",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl, Covered Onion Soup & Lid",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl, Covered Onion Soup & Lid",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl, Covered Onion Soup & Lid",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl, Covered Onion Soup & Lid",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl, Covered Onion Soup & Lid",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Covered Onion Soup & Lid",Turquoise,False,#26A69A,1938.0,1969.0,Bowls
"Bowl, Covered Onion Soup & Lid",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl, Cream Soup 2, 10",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Bowl, Cream Soup 2, 10",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl, Cream Soup 2, 10",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Bowl, Cream Soup 2, 10",Gray,False,#808080,1951.0,1959.0,Bowls
"Bowl, Cream Soup 2, 10",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl, Cream Soup 2, 10",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl, Cream Soup 2, 10",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Cream Soup 2, 10",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl, Cream Soup 2, 10",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Cream Soup 2, 10",Rose,False,#FF007F,1951.0,1959.0,Bowls
"Bowl, Cream Soup 2, 10",Turquoise,False,#26A69A,1938.0,1969.0,Bowls
"Bowl, Cream Soup 2, 10",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl, Dessert (6¼"")",Chartreuse,False,#DFFF00,1951.0,1959.0,Bowls
"Bowl, Dessert (6¼"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl, Dessert (6¼"")",Forest Green,False,#228B22,1951.0,1959.0,Bowls
"Bowl, Dessert (6¼"")",Gray,False,#808080,1951.0,1959.0,Bowls
"Bowl, Dessert (6¼"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
"Bowl, Dessert (6¼"")",Light Green,False,#90EE90,1936.0,1951.0,Bowls
"Bowl, Dessert (6¼"")",Maroon,False,#800000,,,Bowls
"Bowl, Dessert (6¼"")",Medium Green,False,#3CB371,1959.0,1969.0,Bowls
"Bowl, Dessert (6¼"")",Red 9,False,#FF0000,1936.0,,Bowls
"Bowl, Dessert (6¼"")",Red Stripe 11,False,#FF6347,,,Bowls
"Bowl, Dessert (6¼"")",Rose,False,#FF007F,1951.0,1959.0,Bowls
"Bowl, Dessert (6¼"")",Turquoise,False,#26A69A,1938.0,1969.0,Bowls
"Bowl, Dessert (6¼"")",Yellow,False,#FFFF00,1936.0,1969.0,Bowls
"Bowl, Fruit (11¾"")",Cobalt,False,#0047AB,1936.0,1951.0,Bowls
"Bowl, Fruit (11¾"")",Ivory,False,#FFFFF0,1936.0,1951.0,Bowls
