shape,color,isPost86,hex,introducedAt,retiredAt,category
Oblong Serving Platter (Bread Tray),Plum,True,#8E4585,2001.0,2016.0,Other
"Tray, Egg - Large (13 1/8"")",Plum,True,#8E4585,2001.0,2016.0,Shapes
"Tray, Egg (11 ¼"")",Plum,True,#8E4585,2001.0,2016.0,Shapes
"Tray, Pizza (15"")",Plum,True,#8E4585,2001.0,2016.0,Other
"Tray, Pizza - Small (12"")",Plum,True,#8E4585,2001.0,2016.0,Other
"Vase, Medium (9 5/8"")",Plum,True,#8E4585,2001.0,2016.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Plum,True,#8E4585,2001.0,2016.0,"Pitchers, Teapots & Vases"
"Vase, Royalty 0",Plum,True,#8E4585,2001.0,2016.0,"Pitchers, Teapots & Vases"
"Baker, Large Oval (11¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Baker, Rectangular (14½"" x 10¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Baker, Square (10½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Baking - 6 Qt. (10 7/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Baking - 4 Qt. (9 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Baking - 2 ½ Qt. (8 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Betty 4",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Bistro - Extra Large (10½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Bistro - Large (9¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Bistro - Medium (7½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Companion (a.k.a. Medium Vegetable; straight, 7¼"") 36",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Deep Oval Serving (a.k.a. Vegetable, 12 1/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Heart - Large (9"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Heart - Medium (7½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Heart - Small (5½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Mixing - Medium (flared, 8½"", 60 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Mixing - Small (flared, 7½"", 44 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Prep Baking - 1 1/8 Qt. (6 ¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Prep Baking - 2 Qt. (7 3/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Signature (10 1/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Shamrock,True,#00B45C,2002.0,2021.0,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Shamrock,True,#00B45C,2002.0,2021.0,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Shamrock,True,#00B45C,2002.0,2021.0,Countertop Accessories
"Coaster, Logo 9",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Mug, Latte 43",Shamrock,True,#00B45C,2002.0,2021.0,"Mugs, Cups & Saucers"
"Ornament, Bone 2013 53",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Ornament, Cat 2013 53",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Ornament, Plate 25",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Ornament, Teapot 9",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Pan, Loaf (10 7/8"" x 5¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Pie Baker (10 ¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Pie Plate, Medium (8 ¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Pie Plate, Small (6 3/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Bakeware
"Pitcher, Large Disk (7¼"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
Planter & Saucer 4,Shamrock,True,#00B45C,2002.0,2021.0,"Mugs, Cups & Saucers"
"Plate, Appetizer (6 ¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, B & B (6 1/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Bowl (10¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Plate, Bowl - Luncheon (8½"")",Shamrock,True,#00B45C,2002.0,2021.0,Bowls
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Chop (11 ¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Dinner (10½"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Dinner - Bistro (10½"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Luncheon (9"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Salad (7¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Salad - Bistro (7¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Square Dinner (10¾"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Square Luncheon (9¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Plate, Square Salad (7½"")",Shamrock,True,#00B45C,2002.0,2021.0,Plates
"Platter, Oval - Extra Large (19¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Serveware
"Platter, Oval - Large (13 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Serveware
"Platter, Oval - Medium (11 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Serveware
"Platter, Oval - Small (9 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Serveware
"Teapot (7 ¼"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Shamrock,True,#00B45C,2002.0,2021.0,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Tray, Bread - Large (13½"" x 6¼"") 4",Shamrock,True,#00B45C,2002.0,2021.0,Other
Oblong Serving Platter (Bread Tray),Shamrock,True,#00B45C,2002.0,2021.0,Other
"Tray, Egg - Large (13 1/8"")",Shamrock,True,#00B45C,2002.0,2021.0,Shapes
"Tray, Egg (11 ¼"")",Shamrock,True,#00B45C,2002.0,2021.0,Shapes
"Tray, Pizza (15"")",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Tray, Pizza - Small (12"")",Shamrock,True,#00B45C,2002.0,2021.0,Other
"Vase, Medium (9 5/8"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Vase, Royalty 0",Shamrock,True,#00B45C,2002.0,2021.0,"Pitchers, Teapots & Vases"
"Baker, Large Oval (11¾"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Baker, Rectangular (14½"" x 10¾"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Baker, Square (10½"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Baking - 6 Qt. (10 7/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Baking - 4 Qt. (9 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Baking - 2 ½ Qt. (8 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Betty 4",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Bistro - Extra Large (10½"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Bistro - Large (9¼"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Bistro - Medium (7½"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Companion (a.k.a. Medium Vegetable; straight, 7¼"") 36",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Deep Oval Serving (a.k.a. Vegetable, 12 1/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Heart - Large (9"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Heart - Medium (7½"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Heart - Small (5½"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Mixing - Medium (flared, 8½"", 60 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Mixing - Small (flared, 7½"", 44 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Petware XXS (embossed Fruit Bowl) 53",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Petware XS (embossed Straight Cereal Bowl) 53",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Petware Small (embossed Companion Bowl) 53",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Petware Medium (embossed Serving Bowl) 53",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Petware Large (embossed Extra Large Bowl) 53",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Prep Baking - 1 1/8 Qt. (6 ¼"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Prep Baking - 2 Qt. (7 3/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Signature (10 1/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Bowl, Spaghetti (a.k.a. 4 Qt. Pasta; 12¾"")",Tangerine,True,#F28500,2003.0,2018.0,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Tangerine,True,#F28500,2003.0,2018.0,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Tangerine,True,#F28500,2003.0,2018.0,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Tangerine,True,#F28500,2003.0,2018.0,Countertop Accessories
"Mug, Embossed Fan (a.k.a. Horizon Mug) 51",Tangerine,True,#F28500,2003.0,2018.0,"Mugs, Cups & Saucers"
"Mug, Latte 43",Tangerine,True,#F28500,2003.0,2018.0,"Mugs, Cups & Saucers"
"Ornament, Plate 25",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Ornament, Teapot 9",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Pan, Loaf (10 7/8"" x 5¾"")",Tangerine,True,#F28500,2003.0,2018.0,Other
"Pie Baker (10 ¼"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Pie Plate, Medium (8 ¼"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Pie Plate, Small (6 3/8"")",Tangerine,True,#F28500,2003.0,2018.0,Bakeware
"Pitcher, Large Disk (7¼"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
Planter & Saucer 4,Tangerine,True,#F28500,2003.0,2018.0,"Mugs, Cups & Saucers"
"Plate, Appetizer (6 ¾"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, B & B (6 1/8"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Chop (11 ¾"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Dinner (10½"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Dinner - Bistro (10½"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Luncheon (9"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Salad (7¼"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Salad - Bistro (7¼"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Square Dinner (10¾"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Square Luncheon (9¼"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Plate, Square Salad (7½"")",Tangerine,True,#F28500,2003.0,2018.0,Plates
"Platter, Oval - Extra Large (19¼"")",Tangerine,True,#F28500,2003.0,2018.0,Serveware
"Platter, Oval - Large (13 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,Serveware
"Platter, Oval - Medium (11 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,Serveware
"Platter, Oval - Small (9 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,Serveware
"Teapot (7 ¼"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Tangerine,True,#F28500,2003.0,2018.0,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Tangerine,True,#F28500,2003.0,2018.0,Other
"Tool Crock, Large (8¾"" x 6½"") 4,24",Tangerine,True,#F28500,2003.0,2018.0,Other
"Tray, 13"" Serving",Tangerine,True,#F28500,2003.0,2018.0,Serveware
"Tray, Bread - Large (13½"" x 6¼"") 4",Tangerine,True,#F28500,2003.0,2018.0,Other
Oblong Serving Platter (Bread Tray),Tangerine,True,#F28500,2003.0,2018.0,Other
"Tray, Egg - Large (13 1/8"")",Tangerine,True,#F28500,2003.0,2018.0,Shapes
"Tray, Egg (11 ¼"")",Tangerine,True,#F28500,2003.0,2018.0,Shapes
"Tray, Pizza (15"")",Tangerine,True,#F28500,2003.0,2018.0,Other
"Tray, Pizza - Small (12"")",Tangerine,True,#F28500,2003.0,2018.0,Other
"Vase, Medium (9 5/8"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Vase, Millenium I 2",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Vase, Royalty 0",Tangerine,True,#F28500,2003.0,2018.0,"Pitchers, Teapots & Vases"
"Baker, Large Oval (11¾"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Baker, Rectangular (14½"" x 10¾"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Baker, Square (10½"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Baking - 6 Qt. (10 7/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Baking - 4 Qt. (9 5/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Baking - 2 ½ Qt. (8 5/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Betty 4",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Bistro - Extra Large (10½"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Bistro - Large (9¼"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Bistro - Medium (7½"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Companion (a.k.a. Medium Vegetable; straight, 7¼"") 36",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Deep Oval Serving (a.k.a. Vegetable, 12 1/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Fruit/Salsa (5"", 9 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Heart - Large (9"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Heart - Medium (7½"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Heart - Small (5½"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Mixing - Medium (flared, 8½"", 60 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Mixing - Small (flared, 7½"", 44 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Prep Baking - 1 1/8 Qt. (6 ¼"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Prep Baking - 2 Qt. (7 3/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Serving (straight, 8¼"", 40 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Signature (10 1/8"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Soup (straight, 6 7/8"", 19 oz.)",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Spaghetti (a.k.a. 4 Qt. Pasta; 12¾"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Bowl, Square Rim 69",Scarlet,True,#FF2400,2004.0,,Bowls
"Canister, Large (9¾"", 3 qt.) 4",Scarlet,True,#FF2400,2004.0,,Countertop Accessories
"Canister, Medium (8½"", 2 qt.) 4",Scarlet,True,#FF2400,2004.0,,Countertop Accessories
"Canister, Small (7 3/8"", 1 qt.) 4",Scarlet,True,#FF2400,2004.0,,Countertop Accessories
"Coaster, Logo 9",Scarlet,True,#FF2400,2004.0,,Other
"Flower Pot (3 ½"")",Scarlet,True,#FF2400,2004.0,,Other
"Mug, Latte 43",Scarlet,True,#FF2400,2004.0,,"Mugs, Cups & Saucers"
"Ornament, Bone 2013 53",Scarlet,True,#FF2400,2004.0,,Other
"Ornament, Cat 2013 53",Scarlet,True,#FF2400,2004.0,,Other
"Ornament, Plate 25",Scarlet,True,#FF2400,2004.0,,Plates
"Ornament, Teapot 9",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Pan, Loaf (10 7/8"" x 5¾"")",Scarlet,True,#FF2400,2004.0,,Other
"Pie Baker (10 ¼"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Pie Plate, Medium (8 ¼"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Pie Plate, Small (6 3/8"")",Scarlet,True,#FF2400,2004.0,,Bakeware
"Pitcher, Large Disk (7¼"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Pitcher, Mini Disk (3¼"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Pitcher, Small Disk (5 ½"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
Planter & Saucer 4,Scarlet,True,#FF2400,2004.0,,"Mugs, Cups & Saucers"
"Plate, Appetizer (6 ¾"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, B & B (6 1/8"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Bowl (10¼"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Plate, Bowl - Luncheon (8½"")",Scarlet,True,#FF2400,2004.0,,Bowls
"Plate, Bistro Buffet (a.k.a. Pallet; 9"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Chop (11 ¾"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Dinner (10½"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Dinner - Bistro (10½"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Luncheon (9"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Salad (7¼"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Salad - Bistro (7¼"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Square Dinner (10¾"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Square Luncheon (9¼"")",Scarlet,True,#FF2400,2004.0,,Plates
"Plate, Square Salad (7½"")",Scarlet,True,#FF2400,2004.0,,Plates
"Platter, Oval - Extra Large (19¼"")",Scarlet,True,#FF2400,2004.0,,Serveware
"Platter, Oval - Large (13 5/8"")",Scarlet,True,#FF2400,2004.0,,Serveware
"Platter, Oval - Medium (11 5/8"")",Scarlet,True,#FF2400,2004.0,,Serveware
"Platter, Oval - Small (9 5/8"")",Scarlet,True,#FF2400,2004.0,,Serveware
"Platter, Rectangular (12"")",Scarlet,True,#FF2400,2004.0,,Serveware
"Teapot (7 ¼"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Teapot, 2 Cup (5 1/8"")",Scarlet,True,#FF2400,2004.0,,"Mugs, Cups & Saucers"
"Tool Crock (6½"" x 5"")",Scarlet,True,#FF2400,2004.0,,Other
"Tool Crock, Large (8¾"" x 6½"") 4,24",Scarlet,True,#FF2400,2004.0,,Other
"Tray, 13"" Serving",Scarlet,True,#FF2400,2004.0,,Serveware
"Tray, Bread - Large (13½"" x 6¼"") 4",Scarlet,True,#FF2400,2004.0,,Other
Oblong Serving Platter (Bread Tray),Scarlet,True,#FF2400,2004.0,,Other
"Tray, Egg - Large (13 1/8"")",Scarlet,True,#FF2400,2004.0,,Shapes
"Tray, Egg (11 ¼"")",Scarlet,True,#FF2400,2004.0,,Shapes
"Tray, Pizza (15"")",Scarlet,True,#FF2400,2004.0,,Other
"Tray, Pizza - Small (12"")",Scarlet,True,#FF2400,2004.0,,Other
"Vase, Medium (9 5/8"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Vase, Small (8"")",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Vase, Royalty 0",Scarlet,True,#FF2400,2004.0,,"Pitchers, Teapots & Vases"
"Baker, Large Oval (11¾"")",Peacock,True,#33A1C9,2005.0,2015.0,Bakeware
"Baker, Rectangular (14½"" x 10¾"")",Peacock,True,#33A1C9,2005.0,2015.0,Bakeware
"Baker, Square (10½"")",Peacock,True,#33A1C9,2005.0,2015.0,Bakeware
"Bowl, 5"" Footed (a.k.a. Small Rice) 16",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, 6"" Footed (a.k.a. Rice) 16",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Baking - 6 Qt. (10 7/8"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Baking - 4 Qt. (9 5/8"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Baking - 2 ½ Qt. (8 5/8"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Betty 4",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Bistro - Large (9¼"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Bistro - Medium (7½"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Cereal (stacking, 6½"", 11 oz.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Cereal (straight, 5 5/8"", 14¼ oz.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Companion (a.k.a. Medium Vegetable; straight, 7¼"") 36",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Deep Oval Serving (a.k.a. Vegetable, 12 1/8"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Extra Large (straight, 10¼"", 2 qt.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Fruit (5 3/8"", 6¼ oz.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Heart - Medium (7½"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Heart - Small (5½"")",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Mixing - Large (flared, 9½"", 70 oz.) 23",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Mixing - Medium (flared, 8½"", 60 oz.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Mixing - Small (flared, 7½"", 44 oz.)",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Petware XXS (embossed Fruit Bowl) 53",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Petware XS (embossed Straight Cereal Bowl) 53",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Petware Small (embossed Companion Bowl) 53",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Petware Medium (embossed Serving Bowl) 53",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
"Bowl, Petware Large (embossed Extra Large Bowl) 53",Peacock,True,#33A1C9,2005.0,2015.0,Bowls
